sat,lat,lon,rise_time,set_time,incidence_angle,reward
smallsat00,0.5818127841752917,-2.0217094170706114,520.2057046307763,522.7125306187861,0.22420011517365665,0.02474439592649783
smallsat00,0.6834878996813101,-2.0968695080336244,612.2685619834697,614.7950115094599,0.4253435114712983,0.618695892299516
smallsat00,0.6999861131279765,-2.0870865361504682,626.9638373017178,629.4829201946462,0.33042301717784517,1.0111714341135936
smallsat00,0.709512696144015,-2.107085094678473,635.9489734699538,638.484357407023,0.4826718280820905,0.3386832108387126
smallsat00,0.7281721682567186,-2.102373752895639,652.6595324539798,655.1902626763928,0.4311799540533071,0.008113459528701645
smallsat00,0.7562002536348635,-2.073196630004444,677.5058875184956,680.0213720143415,0.16486336311444894,0.008359160977466442
smallsat00,0.8352547152111427,-1.991768869711303,749.8973862499817,752.45994749061,0.5220424149797642,0.23913173893732437
smallsat00,0.8607018425980233,-2.125847384137412,772.7696785770776,775.3168862693756,0.4810646658764953,0.07304499110350623
smallsat00,0.9099270564613933,-2.0671140353881974,816.3912608508072,818.9179122230727,0.016127893674094937,0.4919360531629525
smallsat00,0.977715347902881,-2.13275466427852,878.5766503289892,881.1252336926669,0.4161412260730942,0.03345102073459422
smallsat00,1.0429602408386058,-2.07285721582481,936.8465769435962,939.3834409232047,0.013996580071766566,0.49300170996411674
smallsat00,1.0560800553587724,-2.1166265828063238,949.0735882875821,951.6156317439628,0.253123436869923,0.3734382815650385
smallsat00,1.0700915062339067,-2.0528059134468095,961.53238455126,964.0747168183043,0.13682427689132612,0.769213003418233
smallsat00,1.1029971236462581,-2.0523611162869395,991.3807160459713,993.9254560111154,0.14307831861645473,0.42846084069177265
smallsat00,1.1170101976775952,-2.1483784852232306,1004.8289331287882,1007.3818163812306,0.36484022736585103,0.31757988631707446
smallsat00,1.1368792702283945,-2.155578422173312,1022.9672004856398,1025.5223315347594,0.3781087028666058,0.631232933604734
smallsat00,1.1556181024621872,-1.98372187211535,1040.5699407100556,1043.1465285822633,0.4582659924903399,0.01863005194025471
smallsat00,1.1701007224221884,-2.1861658409132882,1053.8675187339304,1056.4339331905726,0.46891192971883366,0.008117327095534106
smallsat00,1.1787560196223381,-2.1342157317552415,1060.3964523213172,1062.945046180444,0.24106362004356244,0.004332261835584664
smallsat00,1.1898513045700692,-2.0348772455985005,1070.4115504056772,1072.9656429303052,0.2234054629010216,0.003840518850800148
smallsat00,1.2370444839452206,-1.9585321284332617,1115.1696082335418,1117.754486176217,0.48399091175124753,0.0025563090231843196
smallsat00,1.2082355906196105,1.1317371113729984,1743.0066686240982,1745.5658023458116,0.49900745376633787,0.2504962731168311
smallsat00,1.0258865574309715,0.9821173649823828,1910.4727843931776,1912.9913253246086,0.0943428105941961,0.6991311121601609
smallsat00,1.0001689563699097,0.9689155199873725,1933.6485251235647,1936.1677399091561,0.17493325260720427,0.4861293249236216
smallsat00,0.7837619172237046,1.042216084805434,2128.470843478962,2130.988445014404,0.49874927843292394,0.401068581103638
smallsat00,0.7311111456374451,1.0027280104790626,2176.680140698866,2179.16876866525,0.23291854390217168,0.09644847549482305
smallsat01,1.1656842889230636,1.206233697967573,646.8970841360461,649.5178927071076,0.524782292475032,0.23760885376248397
smallsat01,0.8087055869345545,1.063814534298864,972.9880799215897,975.568592518523,0.02111969967922023,0.2091834360677724
smallsat01,0.7837619172237046,1.042216084805434,995.4693791884032,998.0545765023586,0.18595346305379892,0.6513476698938842
smallsat01,0.7311111456374451,1.0027280104790626,1042.471603406047,1045.0854227759867,0.49028787953255293,0.06408831365889414
smallsat03,0.901043452741791,-2.166672939176172,3084.0015506709774,3086.5931008271587,0.46027083975674804,0.00334434178658727
smallsat03,0.9498023495356136,-2.1689238728591764,3128.1846521073803,3130.7771712898625,0.44081092401332017,0.006670752883803766
smallsat03,0.9804535426064566,-2.167288778602739,3156.051505096805,3158.6469048191943,0.44498558481625394,0.27750720759187303
smallsat03,1.0550637326820445,-2.325881437210781,3224.157141947072,3226.7513191825174,0.484412689864933,0.006111084524594237
smallsat03,1.1170101976775952,-2.1483784852232306,3280.62532859083,3283.2362235073238,0.4865481369932367,0.25672593150338163
smallsat03,1.1368792702283945,-2.155578422173312,3298.4247554333206,3301.0303099253583,0.4445334281495124,0.5638104203817778
smallsat03,1.17353287748965,-2.1943621514267493,3330.7770398149255,3333.364442545088,0.25638490654902696,0.011109609496157538
smallsat03,1.2033038137522503,-2.3529841315662265,3358.9445311846025,3361.5398488908154,0.43191581654911937,0.2840420917254403
smallsat04,0.6834878996813101,-2.0968695080336244,1749.1957416704759,1751.814864245811,0.3384052256112826,0.7122967850395729
smallsat04,0.6999861131279765,-2.0870865361504682,1764.3395139000656,1766.9710587870122,0.42401732274435544,0.8698286302052769
smallsat04,0.709512696144015,-2.107085094678473,1772.652833530185,1775.2694495869894,0.25771814176738256,0.4859553698023646
smallsat04,0.7281721682567186,-2.102373752895639,1789.6424355507438,1792.265867338336,0.3051010962197618,0.009911806330553392
smallsat04,0.7562002536348635,-2.073196630004444,1815.7313489399555,1818.3895319243236,0.533087805308806,0.004673479794062391
smallsat04,0.8349608192183999,-2.094814452652572,1886.7730278034282,1889.4222345005512,0.38592747862930976,0.01253731440783569
smallsat04,0.8607018425980233,-2.125847384137412,1909.7062901377817,1912.341474003552,0.15388419731079278,0.11909869537860364
smallsat04,0.9089324456805602,-2.0694332638048314,1954.7919786041061,1957.4777293145519,0.5443559994139913,0.006365802332187128
smallsat04,0.9426349280694961,-2.1817977006745672,1984.2995010403163,1986.9464481548948,0.22820831317791931,0.006509548350553036
smallsat04,0.9769496196001528,-2.1627142706332614,2015.3201076071337,2017.9687503945875,0.07141450615025086,0.46429274692487454
smallsat04,0.9909695004155729,-2.1788555991544807,2028.1889876636178,2030.8412422123185,0.17264139366097947,0.4136793031695103
smallsat04,1.0429602408386058,-2.07285721582481,2076.7731227980034,2079.4693219180117,0.4878212243164761,0.25608938784176194
smallsat04,1.0560800553587724,-2.1166265828063238,2087.6612287715307,2090.3318194418594,0.24869836397497347,0.37565081801251327
smallsat04,1.1067684310939674,-2.0631767471286233,2135.2592722775635,2137.9670460943803,0.5024376760289277,0.24878116198553613
smallsat04,1.1170101976775952,-2.1483784852232306,2142.888502588081,2145.558678248753,0.07368295921792516,0.46315852039103744
smallsat04,1.1368792702283945,-2.155578422173312,2160.9814710581045,2163.653374192777,0.039907916554528425,0.9745139466616005
smallsat04,1.1701007224221884,-2.1861658409132882,2191.3416777941297,2194.01681235025,0.1014786626779225,0.013733299626743072
smallsat04,1.1772807975253827,-2.1760437864630546,2197.8377076473575,2200.5135516854825,0.049262545004067064,0.010641604333769478
smallsat04,1.2137146852871048,-2.288744792625744,2233.2184774527313,2235.922713924274,0.4844276025294235,0.013850165028183741
smallsat04,1.0258865574309715,0.9821173649823828,3054.510798098145,3057.215239501004,0.4204100060466391,0.4474202841975665
smallsat04,1.0001689563699097,0.9689155199873725,3078.241761141238,3080.9391636837177,0.3704288267099734,0.3709433332878559
smallsat04,0.9734055540210531,0.8557733294963638,3102.6997265379964,3105.4030287691744,0.36335956606384756,0.3183202169680762
smallsat04,0.9669542935069064,0.8748324994610669,3108.9506261933516,3111.6424558984836,0.24035972989901835,0.37982013505049084
smallsat04,0.9403069555533073,0.855566158914152,3132.893459853982,3135.5936154377805,0.3665559731800697,0.31672201340996514
smallsat04,0.9116657534622301,0.837756121095101,3158.5435786550256,3161.255944264979,0.48020201023166126,0.25989899488416934
smallsat04,0.7165732860066178,0.9235045486713114,3336.816057596985,3339.4764900018413,0.2832580302512606,0.4459759666968589
